file_name,speaker_id,speaker_group,speaker_gender,word,transcription,emotion,label,audio_path,duration_seconds,split,split_strategy
OAF_bean_ps.wav,OAF,older_adult_female,female,bean,Say the word bean.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_ps.wav,1.8109375,train,sample_stratified
OAF_bean_sad.wav,OAF,older_adult_female,female,bean,Say the word bean.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_sad.wav,2.42875,train,sample_stratified
OAF_beg_angry.wav,OAF,older_adult_female,female,beg,Say the word beg.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_angry.wav,1.5461875,train,sample_stratified
OAF_beg_disgust.wav,OAF,older_adult_female,female,beg,Say the word beg.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_disgust.wav,2.39,train,sample_stratified
OAF_beg_fear.wav,OAF,older_adult_female,female,beg,Say the word beg.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_fear.wav,1.6635625,test,sample_stratified
OAF_beg_happy.wav,OAF,older_adult_female,female,beg,Say the word beg.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_happy.wav,2.0116875,train,sample_stratified
OAF_beg_neutral.wav,OAF,older_adult_female,female,beg,Say the word beg.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_neutral.wav,1.9724375,train,sample_stratified
OAF_beg_ps.wav,OAF,older_adult_female,female,beg,Say the word beg.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_ps.wav,2.061125,train,sample_stratified
OAF_beg_sad.wav,OAF,older_adult_female,female,beg,Say the word beg.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_sad.wav,2.4241875,train,sample_stratified
OAF_bite_angry.wav,OAF,older_adult_female,female,bite,Say the word bite.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_angry.wav,1.430625,train,sample_stratified
OAF_bite_disgust.wav,OAF,older_adult_female,female,bite,Say the word bite.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_disgust.wav,2.3955625,train,sample_stratified
OAF_bite_fear.wav,OAF,older_adult_female,female,bite,Say the word bite.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_fear.wav,1.3083125,test,sample_stratified
OAF_bite_happy.wav,OAF,older_adult_female,female,bite,Say the word bite.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_happy.wav,1.742375,val,sample_stratified
OAF_bite_ps.wav,OAF,older_adult_female,female,bite,Say the word bite.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_ps.wav,1.676625,train,sample_stratified
OAF_bite_sad.wav,OAF,older_adult_female,female,bite,Say the word bite.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_sad.wav,2.7779375,train,sample_stratified
OAF_boat_angry.wav,OAF,older_adult_female,female,boat,Say the word boat.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_angry.wav,1.326625,train,sample_stratified
OAF_boat_disgust.wav,OAF,older_adult_female,female,boat,Say the word boat.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_disgust.wav,2.205375,train,sample_stratified
OAF_boat_fear.wav,OAF,older_adult_female,female,boat,Say the word boat.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_fear.wav,1.515,val,sample_stratified
OAF_boat_happy.wav,OAF,older_adult_female,female,boat,Say the word boat.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_happy.wav,1.631,test,sample_stratified
OAF_boat_neutral.wav,OAF,older_adult_female,female,boat,Say the word boat.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_neutral.wav,1.9374375,test,sample_stratified
OAF_boat_ps.wav,OAF,older_adult_female,female,boat,Say the word boat.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_ps.wav,1.8656875,train,sample_stratified
OAF_boat_sad.wav,OAF,older_adult_female,female,boat,Say the word boat.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_sad.wav,2.5454375,val,sample_stratified
OAF_bone_angry.wav,OAF,older_adult_female,female,bone,Say the word bone.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_angry.wav,1.6655,test,sample_stratified
OAF_bone_disgust.wav,OAF,older_adult_female,female,bone,Say the word bone.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_disgust.wav,2.2149375,train,sample_stratified
OAF_bone_fear.wav,OAF,older_adult_female,female,bone,Say the word bone.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_fear.wav,1.3869375,train,sample_stratified
OAF_bone_happy.wav,OAF,older_adult_female,female,bone,Say the word bone.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_happy.wav,2.089375,test,sample_stratified
OAF_bone_neutral.wav,OAF,older_adult_female,female,bone,Say the word bone.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_neutral.wav,2.024625,val,sample_stratified
OAF_bone_ps.wav,OAF,older_adult_female,female,bone,Say the word bone.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_ps.wav,2.065,test,sample_stratified
OAF_bone_sad.wav,OAF,older_adult_female,female,bone,Say the word bone.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_sad.wav,2.4645625,train,sample_stratified
OAF_book_angry.wav,OAF,older_adult_female,female,book,Say the word book.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_angry.wav,1.530125,train,sample_stratified
OAF_book_disgust.wav,OAF,older_adult_female,female,book,Say the word book.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_disgust.wav,2.134,val,sample_stratified
OAF_book_fear.wav,OAF,older_adult_female,female,book,Say the word book.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_fear.wav,1.448125,train,sample_stratified
OAF_book_happy.wav,OAF,older_adult_female,female,book,Say the word book.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_happy.wav,1.897625,train,sample_stratified
OAF_book_neutral.wav,OAF,older_adult_female,female,book,Say the word book.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_neutral.wav,1.733125,val,sample_stratified
OAF_book_ps.wav,OAF,older_adult_female,female,book,Say the word book.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_ps.wav,1.774875,test,sample_stratified
OAF_book_sad.wav,OAF,older_adult_female,female,book,Say the word book.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_sad.wav,2.515375,test,sample_stratified
OAF_bought_angry.wav,OAF,older_adult_female,female,bought,Say the word bought.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_angry.wav,1.4338125,train,sample_stratified
OAF_bought_disgust.wav,OAF,older_adult_female,female,bought,Say the word bought.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_disgust.wav,2.3998125,train,sample_stratified
OAF_bought_fear.wav,OAF,older_adult_female,female,bought,Say the word bought.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_fear.wav,1.4033125,train,sample_stratified
OAF_bought_happy.wav,OAF,older_adult_female,female,bought,Say the word bought.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_happy.wav,1.7949375,val,sample_stratified
OAF_bought_neutral.wav,OAF,older_adult_female,female,bought,Say the word bought.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_neutral.wav,1.9521875,train,sample_stratified
OAF_bought_ps.wav,OAF,older_adult_female,female,bought,Say the word bought.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_ps.wav,2.06075,train,sample_stratified
OAF_bought_sad.wav,OAF,older_adult_female,female,bought,Say the word bought.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_sad.wav,2.52875,test,sample_stratified
OAF_burn_angry.wav,OAF,older_adult_female,female,burn,Say the word burn.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_angry.wav,1.686625,train,sample_stratified
OAF_burn_disgust.wav,OAF,older_adult_female,female,burn,Say the word burn.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_disgust.wav,2.2045625,test,sample_stratified
OAF_burn_fear.wav,OAF,older_adult_female,female,burn,Say the word burn.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_fear.wav,1.4535625,val,sample_stratified
OAF_burn_happy.wav,OAF,older_adult_female,female,burn,Say the word burn.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_happy.wav,1.8984375,train,sample_stratified
OAF_burn_neutral.wav,OAF,older_adult_female,female,burn,Say the word burn.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_neutral.wav,2.1303125,test,sample_stratified
OAF_burn_ps.wav,OAF,older_adult_female,female,burn,Say the word burn.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_ps.wav,1.783375,val,sample_stratified
OAF_burn_sad.wav,OAF,older_adult_female,female,burn,Say the word burn.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_sad.wav,2.215125,train,sample_stratified
OAF_cab_angry.wav,OAF,older_adult_female,female,cab,Say the word cab.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_angry.wav,1.4570625,train,sample_stratified
OAF_cab_disgust.wav,OAF,older_adult_female,female,cab,Say the word cab.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_disgust.wav,2.437875,train,sample_stratified
OAF_cab_fear.wav,OAF,older_adult_female,female,cab,Say the word cab.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_fear.wav,1.6578125,val,sample_stratified
OAF_cab_happy.wav,OAF,older_adult_female,female,cab,Say the word cab.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_happy.wav,1.9985625,train,sample_stratified
OAF_cab_neutral.wav,OAF,older_adult_female,female,cab,Say the word cab.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_neutral.wav,1.907,test,sample_stratified
OAF_cab_ps.wav,OAF,older_adult_female,female,cab,Say the word cab.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_ps.wav,1.894125,train,sample_stratified
OAF_cab_sad.wav,OAF,older_adult_female,female,cab,Say the word cab.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_sad.wav,2.32875,train,sample_stratified
OAF_calm_angry.wav,OAF,older_adult_female,female,calm,Say the word calm.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_angry.wav,1.4909375,val,sample_stratified
OAF_calm_disgust.wav,OAF,older_adult_female,female,calm,Say the word calm.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_disgust.wav,2.44975,train,sample_stratified
OAF_calm_fear.wav,OAF,older_adult_female,female,calm,Say the word calm.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_fear.wav,1.4580625,val,sample_stratified
OAF_calm_happy.wav,OAF,older_adult_female,female,calm,Say the word calm.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_happy.wav,2.0378125,val,sample_stratified
OAF_calm_neutral.wav,OAF,older_adult_female,female,calm,Say the word calm.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_neutral.wav,1.8498125,train,sample_stratified
OAF_calm_ps.wav,OAF,older_adult_female,female,calm,Say the word calm.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_ps.wav,2.2319375,train,sample_stratified
OAF_calm_sad.wav,OAF,older_adult_female,female,calm,Say the word calm.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_sad.wav,2.5631875,train,sample_stratified
OAF_came_angry.wav,OAF,older_adult_female,female,came,Say the word came.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_angry.wav,1.63475,val,sample_stratified
OAF_came_disgust.wav,OAF,older_adult_female,female,came,Say the word came.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_disgust.wav,2.294875,train,sample_stratified
OAF_came_fear.wav,OAF,older_adult_female,female,came,Say the word came.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_fear.wav,1.5735,val,sample_stratified
OAF_came_happy.wav,OAF,older_adult_female,female,came,Say the word came.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_happy.wav,2.049375,train,sample_stratified
OAF_came_neutral.wav,OAF,older_adult_female,female,came,Say the word came.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_neutral.wav,2.104625,train,sample_stratified
OAF_came_ps.wav,OAF,older_adult_female,female,came,Say the word came.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_ps.wav,2.1646875,train,sample_stratified
OAF_came_sad.wav,OAF,older_adult_female,female,came,Say the word came.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_sad.wav,2.488125,train,sample_stratified
OAF_cause_angry.wav,OAF,older_adult_female,female,cause,Say the word cause.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_angry.wav,1.695875,train,sample_stratified
