file_name,session_id,emotion,label,audio_path,duration_seconds,split,split_strategy
Session5_00252.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00252.wav,0.91,train,speaker_independent
Session1_00411.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00411.wav,0.9399375,test,speaker_independent
Session5_00339.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00339.wav,0.9399375,train,speaker_independent
Session2_00394.wav,Ses02,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00394.wav,0.9499375,val,speaker_independent
Session2_00116.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00116.wav,0.956,val,speaker_independent
Session5_01209.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01209.wav,0.9599375,train,speaker_independent
Session2_00395.wav,Ses02,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00395.wav,0.97,val,speaker_independent
Session2_00561.wav,Ses02,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00561.wav,0.9758125,val,speaker_independent
Session2_00437.wav,Ses02,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00437.wav,0.98,val,speaker_independent
Session4_00208.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00208.wav,0.98,train,speaker_independent
Session2_00575.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00575.wav,0.99,val,speaker_independent
Session5_00253.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00253.wav,0.99,train,speaker_independent
Session3_01052.wav,Ses03,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_01052.wav,1.0,train,speaker_independent
Session5_00074.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00074.wav,1.0,train,speaker_independent
Session5_00087.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00087.wav,1.0,train,speaker_independent
Session2_00348.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00348.wav,1.0016875,val,speaker_independent
Session2_00643.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00643.wav,1.0099375,val,speaker_independent
Session5_01210.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01210.wav,1.0099375,train,speaker_independent
Session3_01046.wav,Ses03,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_01046.wav,1.0199375,train,speaker_independent
Session5_00121.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00121.wav,1.0199375,train,speaker_independent
Session5_00289.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00289.wav,1.0199375,train,speaker_independent
Session5_00467.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00467.wav,1.0199375,train,speaker_independent
Session4_00465.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00465.wav,1.0299375,train,speaker_independent
Session5_00988.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00988.wav,1.0299375,train,speaker_independent
Session3_00381.wav,Ses03,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00381.wav,1.0399375,train,speaker_independent
Session4_00293.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00293.wav,1.0399375,train,speaker_independent
Session4_00296.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00296.wav,1.0399375,train,speaker_independent
Session4_00252.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00252.wav,1.05,train,speaker_independent
Session5_00321.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00321.wav,1.05525,train,speaker_independent
Session3_00897.wav,Ses03,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00897.wav,1.0599375,train,speaker_independent
Session3_00898.wav,Ses03,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00898.wav,1.0599375,train,speaker_independent
Session4_00181.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00181.wav,1.0599375,train,speaker_independent
Session2_00911.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00911.wav,1.07,val,speaker_independent
Session5_00414.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00414.wav,1.07,train,speaker_independent
Session3_01147.wav,Ses03,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_01147.wav,1.072875,train,speaker_independent
Session4_00531.wav,Ses04,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00531.wav,1.0799375,train,speaker_independent
Session5_00318.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00318.wav,1.0799375,train,speaker_independent
Session5_00427.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00427.wav,1.0799375,train,speaker_independent
Session5_00814.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00814.wav,1.0799375,train,speaker_independent
Session2_00201.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00201.wav,1.09,val,speaker_independent
Session2_00281.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00281.wav,1.09,val,speaker_independent
Session2_00469.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00469.wav,1.09,val,speaker_independent
Session5_00464.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00464.wav,1.09,train,speaker_independent
Session5_00626.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00626.wav,1.09,train,speaker_independent
Session5_01004.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01004.wav,1.09,train,speaker_independent
Session2_00932.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00932.wav,1.1,val,speaker_independent
Session4_00821.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00821.wav,1.1,train,speaker_independent
Session5_00099.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00099.wav,1.1,train,speaker_independent
Session5_00643.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00643.wav,1.1,train,speaker_independent
Session5_01007.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01007.wav,1.1,train,speaker_independent
Session2_00159.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00159.wav,1.105875,val,speaker_independent
Session2_00180.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00180.wav,1.105875,val,speaker_independent
Session2_00887.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00887.wav,1.1089375,val,speaker_independent
Session1_01055.wav,Ses01,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_01055.wav,1.1099375,test,speaker_independent
Session2_00978.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00978.wav,1.1099375,val,speaker_independent
Session5_00862.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00862.wav,1.1099375,train,speaker_independent
Session1_00858.wav,Ses01,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00858.wav,1.1199375,test,speaker_independent
Session1_00970.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00970.wav,1.1199375,test,speaker_independent
Session5_00166.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00166.wav,1.1199375,train,speaker_independent
Session5_01159.wav,Ses05,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01159.wav,1.1199375,train,speaker_independent
Session3_00106.wav,Ses03,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00106.wav,1.1225,train,speaker_independent
Session1_00609.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00609.wav,1.1299375,test,speaker_independent
Session4_00277.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00277.wav,1.1299375,train,speaker_independent
Session5_00445.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00445.wav,1.1299375,train,speaker_independent
Session5_00469.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00469.wav,1.1299375,train,speaker_independent
Session5_00612.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00612.wav,1.1299375,train,speaker_independent
Session3_01047.wav,Ses03,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_01047.wav,1.135,train,speaker_independent
Session5_00613.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00613.wav,1.1386875,train,speaker_independent
Session2_00436.wav,Ses02,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00436.wav,1.14,val,speaker_independent
Session2_00753.wav,Ses02,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00753.wav,1.14,val,speaker_independent
Session2_00929.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00929.wav,1.14,val,speaker_independent
Session4_00081.wav,Ses04,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00081.wav,1.14,train,speaker_independent
Session4_00272.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00272.wav,1.14,train,speaker_independent
Session5_00072.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00072.wav,1.14,train,speaker_independent
Session5_00291.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00291.wav,1.14,train,speaker_independent
Session5_00975.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00975.wav,1.14,train,speaker_independent
Session2_00370.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00370.wav,1.1428125,val,speaker_independent
Session5_01091.wav,Ses05,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01091.wav,1.1434375,train,speaker_independent
Session4_00790.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00790.wav,1.15,train,speaker_independent
Session5_00137.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00137.wav,1.15,train,speaker_independent
Session5_00260.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00260.wav,1.15,train,speaker_independent
Session5_00966.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00966.wav,1.15,train,speaker_independent
Session2_00848.wav,Ses02,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00848.wav,1.15775,val,speaker_independent
Session4_00544.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00544.wav,1.1599375,train,speaker_independent
Session5_00139.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00139.wav,1.1599375,train,speaker_independent
Session5_00320.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00320.wav,1.1599375,train,speaker_independent
Session5_01211.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01211.wav,1.1599375,train,speaker_independent
Session2_00772.wav,Ses02,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00772.wav,1.17,val,speaker_independent
Session4_00375.wav,Ses04,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00375.wav,1.17,train,speaker_independent
Session4_00820.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00820.wav,1.17,train,speaker_independent
Session3_01144.wav,Ses03,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_01144.wav,1.1714375,train,speaker_independent
Session2_00194.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00194.wav,1.18,val,speaker_independent
Session3_00109.wav,Ses03,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00109.wav,1.18,train,speaker_independent
Session5_00614.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00614.wav,1.18,train,speaker_independent
Session1_00691.wav,Ses01,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00691.wav,1.1899375,test,speaker_independent
Session1_00969.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00969.wav,1.1899375,test,speaker_independent
Session3_00921.wav,Ses03,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00921.wav,1.1899375,train,speaker_independent
Session4_00845.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00845.wav,1.1899375,train,speaker_independent
Session5_00712.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00712.wav,1.1899375,train,speaker_independent
Session2_00635.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00635.wav,1.1968125,val,speaker_independent
Session2_00351.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00351.wav,1.19725,val,speaker_independent
Session2_00886.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00886.wav,1.2,val,speaker_independent
Session5_00067.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00067.wav,1.2,train,speaker_independent
Session5_00431.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00431.wav,1.2,train,speaker_independent
Session5_00501.wav,Ses05,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00501.wav,1.2,train,speaker_independent
Session5_00650.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00650.wav,1.2,train,speaker_independent
Session5_00737.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00737.wav,1.2,train,speaker_independent
Session4_00205.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00205.wav,1.2099375,train,speaker_independent
Session5_00786.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00786.wav,1.2099375,train,speaker_independent
Session5_00992.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00992.wav,1.2099375,train,speaker_independent
Session4_00527.wav,Ses04,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00527.wav,1.213875,train,speaker_independent
Session3_00597.wav,Ses03,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00597.wav,1.2163125,train,speaker_independent
Session1_00042.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00042.wav,1.2175,test,speaker_independent
Session3_00885.wav,Ses03,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00885.wav,1.2175,train,speaker_independent
Session1_00128.wav,Ses01,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00128.wav,1.2199375,test,speaker_independent
Session2_00927.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00927.wav,1.2199375,val,speaker_independent
Session4_00326.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00326.wav,1.2199375,train,speaker_independent
Session5_00233.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00233.wav,1.2199375,train,speaker_independent
Session5_00398.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00398.wav,1.2199375,train,speaker_independent
Session5_00629.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00629.wav,1.2199375,train,speaker_independent
Session1_00917.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00917.wav,1.23,test,speaker_independent
Session1_01054.wav,Ses01,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_01054.wav,1.23,test,speaker_independent
Session2_00127.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00127.wav,1.23,val,speaker_independent
Session4_00319.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00319.wav,1.23,train,speaker_independent
Session4_00556.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00556.wav,1.23,train,speaker_independent
Session5_00315.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00315.wav,1.23,train,speaker_independent
Session5_00406.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00406.wav,1.23,train,speaker_independent
Session5_00800.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00800.wav,1.23,train,speaker_independent
Session2_00117.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00117.wav,1.2328125,val,speaker_independent
Session1_00990.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00990.wav,1.2399375,test,speaker_independent
Session4_00267.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00267.wav,1.2399375,train,speaker_independent
Session4_00624.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00624.wav,1.2399375,train,speaker_independent
Session5_00302.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00302.wav,1.2399375,train,speaker_independent
Session5_00307.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00307.wav,1.2399375,train,speaker_independent
Session5_00682.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00682.wav,1.2399375,train,speaker_independent
Session5_00713.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00713.wav,1.2399375,train,speaker_independent
Session2_00942.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00942.wav,1.2403125,val,speaker_independent
Session2_00350.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00350.wav,1.2408125,val,speaker_independent
Session2_00055.wav,Ses02,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00055.wav,1.2428125,val,speaker_independent
Session1_00026.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00026.wav,1.25,test,speaker_independent
Session1_00915.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00915.wav,1.25,test,speaker_independent
Session2_00264.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00264.wav,1.25,val,speaker_independent
Session2_00781.wav,Ses02,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00781.wav,1.25,val,speaker_independent
Session3_00004.wav,Ses03,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00004.wav,1.25,train,speaker_independent
Session4_00178.wav,Ses04,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00178.wav,1.25,train,speaker_independent
Session5_01001.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01001.wav,1.25,train,speaker_independent
Session5_01002.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01002.wav,1.25,train,speaker_independent
Session5_01218.wav,Ses05,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01218.wav,1.25,train,speaker_independent
Session1_00356.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00356.wav,1.2599375,test,speaker_independent
Session2_00468.wav,Ses02,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00468.wav,1.2599375,val,speaker_independent
Session3_00888.wav,Ses03,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session3_00888.wav,1.2599375,train,speaker_independent
Session4_00516.wav,Ses04,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00516.wav,1.2599375,train,speaker_independent
Session4_01010.wav,Ses04,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_01010.wav,1.2599375,train,speaker_independent
Session5_00073.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00073.wav,1.2599375,train,speaker_independent
Session5_00622.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00622.wav,1.2599375,train,speaker_independent
Session5_00976.wav,Ses05,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00976.wav,1.2599375,train,speaker_independent
Session5_01071.wav,Ses05,sad,3,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_01071.wav,1.2599375,train,speaker_independent
Session2_00614.wav,Ses02,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session2_00614.wav,1.27,val,speaker_independent
Session5_00683.wav,Ses05,happy,1,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session5_00683.wav,1.27,train,speaker_independent
Session4_00500.wav,Ses04,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session4_00500.wav,1.2750625,train,speaker_independent
Session1_00278.wav,Ses01,neutral,2,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00278.wav,1.28,test,speaker_independent
Session1_00756.wav,Ses01,angry,0,/content/explainable-models-for-speech-analysis/data/raw/iemocap_4class/audio/Session1_00756.wav,1.28,test,speaker_independent
